run, avgwait, avgtottime
2659, 6.44889715367, 13.3674038834
2660, 3.49487867357, 9.09811518946
2661, 7.53252354225, 13.3809117819
2662, 7.95918705185, 14.205200502
2663, 2.2419228177, 7.36324343273
2664, 5.68121515346, 10.9973471994
2665, 4.41974000119, 11.2882188473
2666, 4.05387946997, 9.72573407324
2667, 3.65852243063, 10.1035742812
2668, 11.0989060415, 17.9236954949
2669, 3.75100803843, 9.79135155435
2670, 4.99945782426, 10.4404932367
2671, 3.40579504098, 9.10945045301
2672, 9.81690406774, 16.8612984264
2673, 3.69497578935, 9.46456706204
2674, 2.78382472982, 7.95877395974
2675, 2.44490684175, 7.481176911
2676, 3.7145072357, 9.67861707281
2677, 3.4470158206, 9.79661372978
2678, 4.84265562512, 10.9287077109
2679, 4.61890524256, 9.95871368075
2680, 3.88055974936, 9.61273491677
2681, 5.7551150271, 12.1009719379
2682, 1.93812884745, 6.32792528466
2683, 3.82604577502, 10.3020964326
2684, 2.91526699833, 8.24843574846
2685, 3.19161194118, 8.60124579434
2686, 3.01192122206, 8.18296616602
2687, 4.9254214536, 11.0171265563
2688, 6.33505849086, 12.0562883863
2689, 4.68908292708, 10.829420696
2690, 3.85856686854, 9.11350080212
2691, 5.15199754974, 12.0313396372
2692, 7.65002616583, 14.0181064726
2693, 3.44999530538, 8.37784995102
2694, 5.42017374893, 11.5770806687
2695, 3.72548383635, 10.3303539134
2696, 3.39857611725, 9.44549713438
2697, 4.43502735214, 9.90375723669
2698, 5.02129651946, 10.2721883675
2699, 9.70723626721, 15.9855796195
2700, 5.42733253627, 12.7104162623
2701, 7.47056295398, 13.5503286277
2702, 2.9099161362, 8.39271580986
2703, 3.69478377325, 9.64069876347
2704, 5.53101876642, 11.6346826474
2705, 6.4474784504, 13.78183211
2706, 8.48287309532, 14.926864671
2707, 4.81327824761, 10.8829151102
2708, 5.07115025117, 10.927654459
2709, 3.44285627439, 8.69825683087
2710, 2.42602622491, 7.98065932411
2711, 4.27037146427, 10.0663804778
2712, 3.88349601287, 10.2465478827
2713, 1.99113771839, 6.63737878619
2714, 3.55437307478, 9.76045607753
2715, 7.04250153427, 13.7631108267
2716, 7.47336173024, 14.5375382707
2717, 3.85819419401, 9.95375851991
2718, 3.56017065955, 10.1077682969
2719, 3.73308546787, 10.0311338405
2720, 5.72928972643, 12.6150095015
2721, 6.82516729309, 12.7088822495
2722, 3.19644743869, 9.12495095975
2723, 6.37671794253, 12.3210280607
2724, 3.44269676145, 9.19834818144
2725, 2.81445796603, 9.0677704322
2726, 4.26180837767, 9.90069313373
2727, 2.09360149332, 6.90798447637
2728, 2.52502890131, 7.56014072191
2729, 4.07684672865, 9.8387844138
2730, 3.90304310711, 9.83663129013
2731, 5.33365885192, 10.9668603505
2732, 2.40476480458, 7.39422598547
2733, 3.62998155374, 8.67798490695
2734, 4.29222825377, 9.91270453512
2735, 5.87291919208, 11.9256919155
2736, 9.78043631313, 16.1460417308
2737, 10.325161882, 16.8205175036
2738, 4.06841545607, 9.28866704821
2739, 2.49058383741, 9.04888910061
2740, 3.23568745443, 8.65091819227
2741, 3.96918791181, 9.7774235278
2742, 3.77494897972, 9.42077433501
2743, 4.7429735781, 10.9138636206
2744, 3.8853448583, 10.1374006724
2745, 1.7364427574, 6.27575358072
2746, 3.69392980334, 9.18988235499
